shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
5-1-1,Монтаж ваг платформних,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
5-1-1,Монтаж ваг платформних,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
5-1-1,Монтаж ваг платформних,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
5-1-1,Монтаж ваг платформних,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
5-1-1,Монтаж ваг платформних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.196,95.0,1158.62,False
5-1-1,Монтаж ваг платформних,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
5-1-2,Монтаж ваг автомобільних,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
5-1-2,Монтаж ваг автомобільних,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
5-1-2,Монтаж ваг автомобільних,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
5-1-2,Монтаж ваг автомобільних,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
5-1-2,Монтаж ваг автомобільних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.054,95.0,1050.13,False
5-1-2,Монтаж ваг автомобільних,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
5-1-3,Монтаж ваг бункерних,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
5-1-3,Монтаж ваг бункерних,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
5-1-3,Монтаж ваг бункерних,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
5-1-3,Монтаж ваг бункерних,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
5-1-3,Монтаж ваг бункерних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,10.295,95.0,978.02,False
5-1-3,Монтаж ваг бункерних,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
5-1-4,Монтаж дозаторів вагових,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
5-1-4,Монтаж дозаторів вагових,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
5-1-4,Монтаж дозаторів вагових,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
5-1-4,Монтаж дозаторів вагових,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
5-1-4,Монтаж дозаторів вагових,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,14.635,95.0,1390.33,False
5-1-4,Монтаж дозаторів вагових,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-1-1,Монтаж парових котлів,шт / т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-1-1,Монтаж парових котлів,шт / т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-1-1,Монтаж парових котлів,шт / т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-1-1,Монтаж парових котлів,шт / т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-1-1,Монтаж парових котлів,шт / т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.481,95.0,1185.69,False
6-1-1,Монтаж парових котлів,шт / т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-1-2,Монтаж водогрійних котлів,шт / т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-1-2,Монтаж водогрійних котлів,шт / т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-1-2,Монтаж водогрійних котлів,шт / т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-1-2,Монтаж водогрійних котлів,шт / т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-1-2,Монтаж водогрійних котлів,шт / т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.557,95.0,1097.91,False
6-1-2,Монтаж водогрійних котлів,шт / т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.601,95.0,1197.1,False
6-1-3,Монтаж економайзерів і підігрівачів,шт / т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-1-4,Монтаж деаераторів,шт / т,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-1-4,Монтаж деаераторів,шт / т,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-1-4,Монтаж деаераторів,шт / т,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-1-4,Монтаж деаераторів,шт / т,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-1-4,Монтаж деаераторів,шт / т,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,10.715,95.0,1017.92,False
6-1-4,Монтаж деаераторів,шт / т,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-2-1,Монтаж парових турбін,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-2-1,Монтаж парових турбін,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-2-1,Монтаж парових турбін,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-2-1,Монтаж парових турбін,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-2-1,Монтаж парових турбін,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.966,95.0,1136.77,False
6-2-1,Монтаж парових турбін,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-2-2,Монтаж редукторів і муфт,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
6-2-2,Монтаж редукторів і муфт,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
6-2-2,Монтаж редукторів і муфт,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
6-2-2,Монтаж редукторів і муфт,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
6-2-2,Монтаж редукторів і муфт,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.105,95.0,1054.98,False
6-2-2,Монтаж редукторів і муфт,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
6-2-3,Монтаж димососів і дуттєвих вентиляторів,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,False
6-2-3,Монтаж димососів і дуттєвих вентиляторів,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,False
6-2-3,Монтаж димососів і дуттєвих вентиляторів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,8.946,95.0,849.87,False
7-1-1,Монтаж насосів консольних,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,True
7-1-1,Монтаж насосів консольних,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,True
7-1-1,Монтаж насосів консольних,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,True
7-1-1,Монтаж насосів консольних,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,True
7-1-1,Монтаж насосів консольних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.782,95.0,1119.29,True
7-1-1,Монтаж насосів консольних,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,True
7-1-2,Монтаж насосів заглибних,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,True
7-1-2,Монтаж насосів заглибних,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,True
7-1-2,Монтаж насосів заглибних,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,True
7-1-2,Монтаж насосів заглибних,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,True
7-1-2,Монтаж насосів заглибних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,12.538,95.0,1191.11,True
7-1-2,Монтаж насосів заглибних,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,True
7-1-3,Монтаж насосних агрегатів,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,True
7-1-3,Монтаж насосних агрегатів,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,True
7-1-3,Монтаж насосних агрегатів,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,True
7-1-3,Монтаж насосних агрегатів,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,True
7-1-3,Монтаж насосних агрегатів,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,10.175,95.0,966.63,True
7-1-3,Монтаж насосних агрегатів,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,True
7-2-1,Монтаж вентиляторів осьових,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
7-2-1,Монтаж вентиляторів осьових,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
7-2-1,Монтаж вентиляторів осьових,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,9.93,95.0,943.35,True
7-2-2,Монтаж вентиляторів радіальних,шт,матеріал,С200-1,Обладнання вентиляції/кондиціювання,шт,1.0,18000,18000.0,True
7-2-2,Монтаж вентиляторів радіальних,шт,матеріал,С201-m,"Кронштейни, фреон-траса, дренаж",компл,1.0,2500,2500.0,True
7-2-2,Монтаж вентиляторів радіальних,шт,труд_робітників,Т1,"Труд робітників, розряд 4.1",люд.-год,8.567,95.0,813.87,True
8-1-1,Монтаж щитів низької напруги,шт,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-1,Монтаж щитів низької напруги,шт,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,408.95,12,4907.4,True
8-1-1,Монтаж щитів низької напруги,шт,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-1-1,Монтаж щитів низької напруги,шт,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-1-1,Монтаж щитів низької напруги,шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.516,95.0,524.02,True
8-1-1,Монтаж щитів низької напруги,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-2,Монтаж автоматичних вимикачів,шт,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-2,Монтаж автоматичних вимикачів,шт,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,405.6,12,4867.2,True
8-1-2,Монтаж автоматичних вимикачів,шт,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-1-2,Монтаж автоматичних вимикачів,шт,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-1-2,Монтаж автоматичних вимикачів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.248,95.0,498.56,True
8-1-2,Монтаж автоматичних вимикачів,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-3,Монтаж ПЗВ,шт,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-3,Монтаж ПЗВ,шт,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.36,12,4876.32,True
8-1-3,Монтаж ПЗВ,шт,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-1-3,Монтаж ПЗВ,шт,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-1-3,Монтаж ПЗВ,шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.309,95.0,504.36,True
8-1-3,Монтаж ПЗВ,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-2-1,Прокладання силових кабелів,100 м,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-2-1,Прокладання силових кабелів,100 м,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-2-1,Прокладання силових кабелів,100 м,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-2-1,Прокладання силових кабелів,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,62.977,95.0,5982.81,True
8-2-1,Прокладання силових кабелів,100 м,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-2-2,Закінчення та з'єднання кабелів,100 м,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-2-2,Закінчення та з'єднання кабелів,100 м,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-2-2,Закінчення та з'єднання кабелів,100 м,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-2-2,Закінчення та з'єднання кабелів,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,63.029,95.0,5987.76,True
8-2-2,Закінчення та з'єднання кабелів,100 м,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
9-1-1,Монтаж печей опору,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
9-1-1,Монтаж печей опору,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
9-1-1,Монтаж печей опору,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
9-1-1,Монтаж печей опору,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
9-1-1,Монтаж печей опору,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,13.334,95.0,1266.73,False
9-1-1,Монтаж печей опору,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
9-1-2,Монтаж індукційних печей,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
9-1-2,Монтаж індукційних печей,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
9-1-2,Монтаж індукційних печей,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
9-1-2,Монтаж індукційних печей,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
9-1-2,Монтаж індукційних печей,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,14.842,95.0,1409.99,False
9-1-2,Монтаж індукційних печей,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
9-1-3,Монтаж дугових печей,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
9-1-3,Монтаж дугових печей,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
9-1-3,Монтаж дугових печей,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
9-1-3,Монтаж дугових печей,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
9-1-3,Монтаж дугових печей,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,11.044,95.0,1049.18,False
9-1-3,Монтаж дугових печей,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
9-1-4,Монтаж сушильних електричних шаф,шт,машина,С230-m,Кран / такелаж,маш.-год,1.5,1600,2400.0,False
9-1-4,Монтаж сушильних електричних шаф,шт,машина,С213-1,Зварювальне / електромонтажне обладнання,маш.-год,2.0,80,160.0,False
9-1-4,Монтаж сушильних електричних шаф,шт,матеріал,С240-1,"Матеріали монтажні (анкери, прокладки, метизи)",компл,1.0,1200,1200.0,False
9-1-4,Монтаж сушильних електричних шаф,шт,матеріал,С241-1,Електроди / кабель обв'язки,компл,1.0,800,800.0,False
9-1-4,Монтаж сушильних електричних шаф,шт,труд_робітників,Т1,"Труд робітників, розряд 4.3",люд.-год,13.816,95.0,1312.52,False
9-1-4,Монтаж сушильних електричних шаф,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,1.5,110.0,165.0,False
10-1-1,Монтаж СКС,компл,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-1-1,Монтаж СКС,компл,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-1-1,Монтаж СКС,компл,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-1-1,Монтаж СКС,компл,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,9.812,95.0,932.14,True
10-1-2,Монтаж телефонії,компл,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-1-2,Монтаж телефонії,компл,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-1-2,Монтаж телефонії,компл,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-1-2,Монтаж телефонії,компл,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,9.803,95.0,931.29,True
10-1-3,Монтаж домофонів,компл,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-1-3,Монтаж домофонів,компл,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-1-3,Монтаж домофонів,компл,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-1-3,Монтаж домофонів,компл,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,9.4,95.0,893.0,True
10-1-4,Монтаж систем оповіщення,компл,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-1-4,Монтаж систем оповіщення,компл,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-1-4,Монтаж систем оповіщення,компл,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-1-4,Монтаж систем оповіщення,компл,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,8.239,95.0,782.71,True
10-1-5,Монтаж антенно-фідерних пристроїв,компл,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-1-5,Монтаж антенно-фідерних пристроїв,компл,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-1-5,Монтаж антенно-фідерних пристроїв,компл,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-1-5,Монтаж антенно-фідерних пристроїв,компл,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,9.056,95.0,860.32,True
10-2-1,Прокладання кабелів зв'язку внутрішніх,100 м,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-2-1,Прокладання кабелів зв'язку внутрішніх,100 м,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-2-1,Прокладання кабелів зв'язку внутрішніх,100 м,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-2-1,Прокладання кабелів зв'язку внутрішніх,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,9.303,95.0,883.79,True
10-2-2,Розробка кабельних закінчень,шт,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
10-2-2,Розробка кабельних закінчень,шт,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
10-2-2,Розробка кабельних закінчень,шт,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
10-2-2,Розробка кабельних закінчень,шт,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,9.86,95.0,936.7,True
10-2-2,Розробка кабельних закінчень,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,True
10-2-3,Випробування ліній зв'язку,система,матеріал,С156-1,Пиломатеріали хвойні,м3,1.1,12000,13200.0,True
10-2-3,Випробування ліній зв'язку,система,матеріал,С157-1,"Цвяхи, кріплення",кг,5.0,55,275.0,True
10-2-3,Випробування ліній зв'язку,система,матеріал,С158-1,Антисептик,л,1.5,80,120.0,True
10-2-3,Випробування ліній зв'язку,система,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,8.265,95.0,785.18,True
11-1-1,Монтаж датчиків,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-1,Монтаж датчиків,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-1,Монтаж датчиків,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-1,Монтаж датчиків,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.891,95.0,179.65,True
11-1-2,Монтаж щитів автоматики,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-2,Монтаж щитів автоматики,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-2,Монтаж щитів автоматики,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-2,Монтаж щитів автоматики,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.836,95.0,174.42,True
11-1-3,Монтаж контролерів,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-3,Монтаж контролерів,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-3,Монтаж контролерів,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-3,Монтаж контролерів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.703,95.0,161.78,True
11-1-4,Монтаж датчиків температури і тиску,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-4,Монтаж датчиків температури і тиску,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-4,Монтаж датчиків температури і тиску,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-4,Монтаж датчиків температури і тиску,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.654,95.0,157.13,True
11-1-5,Монтаж витратомірів,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-5,Монтаж витратомірів,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-5,Монтаж витратомірів,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-5,Монтаж витратомірів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.821,95.0,173.0,True
11-1-6,Монтаж виконавчих механізмів,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-1-6,Монтаж виконавчих механізмів,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-1-6,Монтаж виконавчих механізмів,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-1-6,Монтаж виконавчих механізмів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.735,95.0,164.83,True
11-2-1,Прокладання кабелів КВП,100 м,матеріал,С167-1,Плитка керамічна / керамограніт,м2,105,420,44100,True
11-2-1,Прокладання кабелів КВП,100 м,матеріал,С168-1,Клей плитковий,кг,500,14,7000,True
11-2-1,Прокладання кабелів КВП,100 м,матеріал,С169-1,Затирка,кг,50,45,2250,True
11-2-1,Прокладання кабелів КВП,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,130.844,95.0,12430.18,True
11-2-2,Підключення приладів,шт,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-2-2,Підключення приладів,шт,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-2-2,Підключення приладів,шт,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-2-2,Підключення приладів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.698,95.0,161.31,True
11-2-3,Налагодження контурів регулювання,контур,матеріал,С167-1,Плитка керамічна / керамограніт,м2,1.05,420,441.0,True
11-2-3,Налагодження контурів регулювання,контур,матеріал,С168-1,Клей плитковий,кг,5.0,14,70.0,True
11-2-3,Налагодження контурів регулювання,контур,матеріал,С169-1,Затирка,кг,0.5,45,22.5,True
11-2-3,Налагодження контурів регулювання,контур,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,1.879,95.0,178.5,True
12-1-1,Монтаж трубопроводів із вуглецевої сталі,100 м / т,машина,С214-1,Пальник газовий покрівельний,маш.-год,0.8,50,40.0,False
12-1-1,Монтаж трубопроводів із вуглецевої сталі,100 м / т,матеріал,С174-1,Матеріал рулонний наплавлюваний,м2,115,180,20700,False
12-1-1,Монтаж трубопроводів із вуглецевої сталі,100 м / т,матеріал,С175-1,Праймер бітумний,л,30,70,2100,False
12-1-1,Монтаж трубопроводів із вуглецевої сталі,100 м / т,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,97.501,95.0,9262.6,False
12-1-1,Монтаж трубопроводів із вуглецевої сталі,100 м / т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.2,110.0,22.0,False
12-1-2,Монтаж трубопроводів із нержавіючої сталі,100 м / т,машина,С214-1,Пальник газовий покрівельний,маш.-год,0.8,50,40.0,False
12-1-2,Монтаж трубопроводів із нержавіючої сталі,100 м / т,матеріал,С174-1,Матеріал рулонний наплавлюваний,м2,115,180,20700,False
12-1-2,Монтаж трубопроводів із нержавіючої сталі,100 м / т,матеріал,С175-1,Праймер бітумний,л,30,70,2100,False
